,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo,$_last_5_day,z_score
1613,JBL US Equity,"Jabil Circuit, Inc.",22.39,$4.33B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl,na,na,0,0,0,0
1614,JEC US Equity,Jacobs Engineering Group Inc.,44.44,$5.7B,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec,na,na,0,0,0,0
1615,JHX US Equity,James Hardie Industries plc.,56.222,$5B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx,na,na,0,0,0,0
1616,JNS US Equity,"Janus Capital Group, Inc",17.3,$3.22B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns,na,na,0,0,0,0
1617,JOF US Equity,Japan Smaller Capitalization Fund Inc,9.6267,$272.76M,1990,n/a,n/a,http://www.nasdaq.com/symbol/jof,na,na,0,0,0,0
1618,JAH US Equity,Jarden Corporation,53.08,$15.32B,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/jah,na,na,0,0,0,0
1619,JMI US Equity,Javelin Mortgage Investment Corp.,8.96,$107.54M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jmi           ,na,na,0,0,0,0
1620,JKS US Equity,JinkoSolar Holding Company Limited,21.62,$671.66M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks,na,na,0,0,0,0
1621,JMP US Equity,JMP Group LLC,7.41,$152.29M,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp,na,na,0,0,0,0
1622,JMPB US Equity,JMP Group LLC,25.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb,na,na,0,0,0,0
1623,JMPC US Equity,JMP Group LLC,25.46,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc,na,na,0,0,0,0
1624,JBT US Equity,John Bean Technologies Corporation,34.43,$1B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt,na,na,0,0,0,0
1625,BTO US Equity,John Hancock Financial Opportunities Fund,22.89,$424.12M,1994,n/a,n/a,http://www.nasdaq.com/symbol/bto,na,na,0,0,0,0
1626,HEQ US Equity,John Hancock Hedged Equity & Income Fund,16.7,$229.33M,2011,n/a,n/a,http://www.nasdaq.com/symbol/heq,na,na,0,0,0,0
1627,JHS US Equity,John Hancock Income Securities Trust,14.146,$166.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhs,na,na,0,0,0,0
1628,JHI US Equity,John Hancock Investors Trust,18.12,$158.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi,na,na,0,0,0,0
1629,HPF US Equity,John Hancock Pfd Income Fund II,20.88,$443.1M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpf,na,na,0,0,0,0
1630,HPI US Equity,John Hancock Preferred Income Fund,20.7547,$539.28M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpi,na,na,0,0,0,0
1631,HPS US Equity,John Hancock Preferred Income Fund III,18.2521,$575.16M,2003,n/a,n/a,http://www.nasdaq.com/symbol/hps,na,na,0,0,0,0
1632,PDT US Equity,John Hancock Premium Dividend Fund,14.04,$702.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdt,na,na,0,0,0,0
1633,HTD US Equity,John Hancock Tax Advantaged Dividend Income Fund,21.64,$816.58M,2004,n/a,n/a,http://www.nasdaq.com/symbol/htd,na,na,0,0,0,0
1634,HTY US Equity,John Hancock Tax-Advantaged Global Shareholder Yield Fund,12.55,$123.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty,na,na,0,0,0,0
1635,JW/A US Equity,"John Wiley & Sons, Inc.",64.66,n/a,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/jw/a,na,na,0,0,0,0
1636,JW/B US Equity,"John Wiley & Sons, Inc.",64.44,n/a,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/jw/b,na,na,0,0,0,0
1637,JNJ US Equity,Johnson & Johnson,100.26,$280.64B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj,na,na,0,0,0,0
1638,JCI US Equity,"Johnson Controls, Inc.",50.58,$33.06B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/jci,na,na,0,0,0,0
1639,JONE US Equity,"Jones Energy, Inc.",9.44,$122.21M,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jone,na,na,0,0,0,0
1640,JLL US Equity,Jones Lang LaSalle Incorporated,163.81,$7.34B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll,na,na,0,0,0,0
1641,JRN US Equity,"Journal Communications, Inc.",11.4,$580.41M,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/jrn,na,na,0,0,0,0
1642,JOY US Equity,Joy Global Inc.,44.8,$4.36B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/joy,na,na,0,0,0,0
1643,JPEP US Equity,JP Energy Partners LP,14.23,$518.36M,2014,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/jpep,na,na,0,0,0,0
1644,JFC US Equity,"JPMorgan China Region Fund, Inc.",17.25,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jfc,na,na,0,0,0,0
1645,JMEI US Equity,Jumei International Holding Limited,13.12,$1.88B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jmei,na,na,0,0,0,0
1646,JNPR US Equity,"Juniper Networks, Inc.",24.2,$10.47B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr,na,na,0,0,0,0
1647,JE US Equity,"Just Energy Group, Inc.",5.005,$731.41M,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je,na,na,0,0,0,0
1648,LRN US Equity,K12 Inc,17.29,$664.15M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn,na,na,0,0,0,0
1649,KAI US Equity,Kadant Inc,41.47,$451.48M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai,na,na,0,0,0,0
1650,KAMN US Equity,Kaman Corporation,39.55,$1.07B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn,na,na,0,0,0,0
1651,KSU US Equity,Kansas City Southern,116.61,$12.88B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu,na,na,0,0,0,0
1652,KSU^ US Equity,Kansas City Southern,28.85,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu^,na,na,0,0,0,0
1653,KS US Equity,KapStone Paper and Packaging Corporation,34.99,$3.36B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks,na,na,0,0,0,0
1654,KAR US Equity,"KAR Auction Services, Inc",37.02,$5.21B,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar,na,na,0,0,0,0
1655,KATE US Equity,Kate Spade & Company,33.88,$4.31B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate,na,na,0,0,0,0
1656,KED US Equity,Kayne Anderson Energy Development Company,34.63,$364.17M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked,na,na,0,0,0,0
1657,KYE US Equity,"Kayne Anderson Energy Total Return Fund, Inc.",26.31,$949.15M,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye,na,na,0,0,0,0
1658,KMF US Equity,"Kayne Anderson Midstream Energy Fund, Inc",34.62,$766.53M,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf,na,na,0,0,0,0
1659,KYN US Equity,Kayne Anderson MLP Investment Company,36.84,$4.02B,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn,na,na,0,0,0,0
1660,KYN^E US Equity,Kayne Anderson MLP Investment Company,25.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^e,na,na,0,0,0,0
1661,KYN^F US Equity,Kayne Anderson MLP Investment Company,25.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f,na,na,0,0,0,0
1662,KYN^G US Equity,Kayne Anderson MLP Investment Company,25.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^g,na,na,0,0,0,0
1663,KB US Equity,KB Financial Group Inc,34.84,$13.46B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb,na,na,0,0,0,0
1664,KBH US Equity,KB Home,14.07,$1.29B,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh,na,na,0,0,0,0
1665,KBR US Equity,"KBR, Inc.",18.12,$2.63B,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr,na,na,0,0,0,0
1666,KAP US Equity,"KCAP Financial, Inc.",25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap,na,na,0,0,0,0
1667,KCG US Equity,"KCG Holdings, Inc.",12.53,$1.47B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg,na,na,0,0,0,0
1668,K US Equity,Kellogg Company,64.09,$22.75B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k,na,na,0,0,0,0
1669,KEM US Equity,Kemet Corporation,4.5,$204.43M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem,na,na,0,0,0,0
1670,KMPA US Equity,Kemper Corporation,26.38,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa,na,na,0,0,0,0
1671,KMPR US Equity,Kemper Corporation,37.01,$1.92B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr,na,na,0,0,0,0
1672,KMT US Equity,Kennametal Inc.,35.41,$2.8B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt,na,na,0,0,0,0
1673,KW US Equity,Kennedy-Wilson Holdings Inc.,27.44,$2.6B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw,na,na,0,0,0,0
1674,KWN US Equity,Kennedy-Wilson Holdings Inc.,25.6,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn,na,na,0,0,0,0
1675,KEN US Equity,Kenon Holdings Ltd.,18.24,$973.71M,2015,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ken,na,na,0,0,0,0
1676,KEG US Equity,"Key Energy Services, Inc.",2.04,$313.09M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg,na,na,0,0,0,0
1677,KEY US Equity,KeyCorp,14.02,$12.15B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key,na,na,0,0,0,0
1678,KEY^G US Equity,KeyCorp,132.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^g,na,na,0,0,0,0
1679,KEYS US Equity,Keysight Technologies Inc.,37.3,$6.26B,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys,na,na,0,0,0,0
1680,KRC US Equity,Kilroy Realty Corporation,76.58,$6.61B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc,na,na,0,0,0,0
1681,KRC^G US Equity,Kilroy Realty Corporation,26.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^g,na,na,0,0,0,0
1682,KRC^H US Equity,Kilroy Realty Corporation,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^h,na,na,0,0,0,0
1683,KMB US Equity,Kimberly-Clark Corporation,110.96,$41.33B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb,na,na,0,0,0,0
1684,KIM US Equity,Kimco Realty Corporation,26.9,$11.07B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim,na,na,0,0,0,0
1685,KIM^H US Equity,Kimco Realty Corporation,25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^h,na,na,0,0,0,0
1686,KIM^I US Equity,Kimco Realty Corporation,26.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i,na,na,0,0,0,0
1687,KIM^J US Equity,Kimco Realty Corporation,24.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j,na,na,0,0,0,0
1688,KIM^K US Equity,Kimco Realty Corporation,24.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k,na,na,0,0,0,0
1689,KMI US Equity,"Kinder Morgan, Inc.",41.87,$88.97B,2011,n/a,n/a,http://www.nasdaq.com/symbol/kmi,na,na,0,0,0,0
1690,KMI/WS US Equity,"Kinder Morgan, Inc.",4.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi/ws,na,na,0,0,0,0
1691,KND US Equity,"Kindred Healthcare, Inc.",18.96,$1.32B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd,na,na,0,0,0,0
1692,KING US Equity,King Digital Entertainment plc,16.09,$5.18B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/king,na,na,0,0,0,0
1693,KFS US Equity,"Kingsway Financial Services, Inc.",5.93,$128.57M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs,na,na,0,0,0,0
1694,KGC US Equity,Kinross Gold Corporation,2.71,$3.1B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc,na,na,0,0,0,0
1695,KEX US Equity,Kirby Corporation,80.7,$4.6B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex,na,na,0,0,0,0
1696,KRG US Equity,Kite Realty Group Trust,28.63,$2.39B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg,na,na,0,0,0,0
1697,KRG^A US Equity,Kite Realty Group Trust,26.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krg^a,na,na,0,0,0,0
1698,KKR US Equity,KKR & Co. L.P.,24.24,$28.92B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr,na,na,0,0,0,0
1699,KFH US Equity,KKR Financial Holdings LLC,27.87,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfh,na,na,0,0,0,0
1700,KFI US Equity,KKR Financial Holdings LLC,27.32,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfi,na,na,0,0,0,0
1701,KFN^ US Equity,KKR Financial Holdings LLC,26.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^,na,na,0,0,0,0
1702,KIO US Equity,KKR Income Opportunities Fund,16.48,$251.41M,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio,na,na,0,0,0,0
1703,KMG US Equity,"KMG Chemicals, Inc.",21.35,$249.05M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg,na,na,0,0,0,0
1704,KNX US Equity,"Knight Transportation, Inc.",33.13,$2.69B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx,na,na,0,0,0,0
1705,KNL US Equity,"Knoll, Inc.",20.83,$1.01B,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl,na,na,0,0,0,0
1706,KNOP US Equity,KNOT Offshore Partners LP,23.23,$504.9M,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop,na,na,0,0,0,0
1707,KN US Equity,Knowles Corporation,19.55,$1.66B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn,na,na,0,0,0,0
1708,KSS US Equity,Kohl&#39;s Corporation,69.5,$14.04B,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss,na,na,0,0,0,0
1709,KNM US Equity,Konami Corporation,19.64,$2.72B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/knm,na,na,0,0,0,0
1710,PHG US Equity,Koninklijke Philips N.V.,29.57,$27.2B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg,na,na,0,0,0,0
1711,KOP US Equity,Koppers Holdings Inc.,19.61,$401.91M,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop,na,na,0,0,0,0
1712,KEP US Equity,Korea Electric Power Corporation,20.3,$25.3B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep,na,na,0,0,0,0
1713,KEF US Equity,"Korea Equity Fund, Inc.",7.53,$73.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kef,na,na,0,0,0,0
1714,KF US Equity,"Korea Fund, Inc. (The)",38.52,$303.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf,na,na,0,0,0,0
1715,KFY US Equity,Korn/Ferry International,30.36,$1.53B,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy,na,na,0,0,0,0
1716,KOS US Equity,Kosmos Energy Ltd.,8.73,$3.38B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos,na,na,0,0,0,0
1717,KRA US Equity,"Kraton Performance Polymers, Inc",19.39,$636.57M,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra,na,na,0,0,0,0
1718,KKD US Equity,"Krispy Kreme Doughnuts, Inc.",20.91,$1.35B,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/kkd,na,na,0,0,0,0
1719,KR US Equity,Kroger Company (The),72.79,$35.76B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr,na,na,0,0,0,0
1720,KRO US Equity,Kronos Worldwide Inc,12.48,$1.45B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro,na,na,0,0,0,0
1721,KT US Equity,KT Corporation,13.72,$7.16B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt,na,na,0,0,0,0
1722,KYO US Equity,Kyocera Corporation,48.93,$17.95B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo,na,na,0,0,0,0
1723,LB US Equity,"L Brands, Inc.",90.34,$26.44B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb,na,na,0,0,0,0
1724,SCX US Equity,L.S. Starrett Company (The),21.72,$151.87M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx,na,na,0,0,0,0
1725,LLL US Equity,"L-3 Communications Holdings, Inc.",132.87,$11.31B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll,na,na,0,0,0,0
1726,LQ US Equity,La Quinta Holdings Inc.,22.14,$2.89B,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq,na,na,0,0,0,0
1727,LH US Equity,Laboratory Corporation of America Holdings,121.08,$10.23B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh,na,na,0,0,0,0
1728,LG US Equity,"Laclede Group, Inc.",52.1,$2.26B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lg,na,na,0,0,0,0
1729,LADR US Equity,Ladder Capital Corp,18.33,$942.75M,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/ladr,na,na,0,0,0,0
1730,LDR US Equity,"Landauer, Inc.",35.75,$341.79M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr,na,na,0,0,0,0
1731,LCI US Equity,Lannett Co Inc,63.23,$2.26B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci,na,na,0,0,0,0
1732,LPI US Equity,"Laredo Petroleum, Inc.",13.08,$1.88B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi,na,na,0,0,0,0
1733,LVS US Equity,Las Vegas Sands Corp.,60.35,$48.18B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs,na,na,0,0,0,0
1734,LHO US Equity,LaSalle Hotel Properties,39.49,$4.45B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho,na,na,0,0,0,0
1735,LHO^H US Equity,LaSalle Hotel Properties,26.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^h,na,na,0,0,0,0
1736,LHO^I US Equity,LaSalle Hotel Properties,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i,na,na,0,0,0,0
1737,LFL US Equity,LATAM Airlines Group S.A.,10.55,$5.76B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/lfl,na,na,0,0,0,0
1738,LDF US Equity,"Latin American Discovery Fund, Inc. (The)",10.5964,$72.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf,na,na,0,0,0,0
1739,LGI US Equity,Lazard Global Total Return and Income Fund,16.3,$156.57M,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi,na,na,0,0,0,0
1740,LAZ US Equity,Lazard Ltd.,51.1,$6.24B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz,na,na,0,0,0,0
1741,LOR US Equity,"Lazard World Dividend & Income Fund, Inc.",12.96,$89.17M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor,na,na,0,0,0,0
1742,LZB US Equity,La-Z-Boy Incorporated,25.4,$1.3B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb,na,na,0,0,0,0
1743,LF US Equity,Leapfrog Enterprises Inc,2.58,$181.13M,2002,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/lf,na,na,0,0,0,0
1744,LEA US Equity,Lear Corporation,109,$8.5B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea,na,na,0,0,0,0
1745,LEE US Equity,"Lee Enterprises, Incorporated",3.02,$164.57M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee,na,na,0,0,0,0
1746,BWG US Equity,Legg Mason BW Global Income Opportunities Fund Inc.,16.85,$355.14M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg,na,na,0,0,0,0
1747,LM US Equity,"Legg Mason, Inc.",58.92,$6.64B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm,na,na,0,0,0,0
1748,LEG US Equity,"Leggett & Platt, Incorporated",44.78,$6.16B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg,na,na,0,0,0,0
1749,CVB US Equity,Lehman ABS Corporation,11.14,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cvb,na,na,0,0,0,0
1750,JBK US Equity,Lehman ABS Corporation,25.0149,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk,na,na,0,0,0,0
1751,KCC US Equity,Lehman ABS Corporation,29.776,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kcc,na,na,0,0,0,0
1752,KTH US Equity,Lehman ABS Corporation,32.441,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth,na,na,0,0,0,0
1753,KTN US Equity,Lehman ABS Corporation,31.75,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn,na,na,0,0,0,0
1754,KTP US Equity,Lehman ABS Corporation,19.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp,na,na,0,0,0,0
1755,XKE US Equity,Lehman ABS Corporation,7.17,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xke,na,na,0,0,0,0
1756,LDOS US Equity,"Leidos Holdings, Inc.",45.94,$3.4B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos,na,na,0,0,0,0
1757,LEJU US Equity,Leju Holdings Limited,10.57,$1.41B,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju,na,na,0,0,0,0
1758,LC US Equity,LendingClub Corporation,22.89,$8.27B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lc,na,na,0,0,0,0
1759,LEN US Equity,Lennar Corporation,50.32,$10.32B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len,na,na,0,0,0,0
1760,LEN/B US Equity,Lennar Corporation,40.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/len/b,na,na,0,0,0,0
1761,LII US Equity,"Lennox International, Inc.",106.6,$4.76B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii,na,na,0,0,0,0
1762,LAS US Equity,Lentuo International Inc.,0.6795,$22.13M,2010,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/las,na,na,0,0,0,0
1763,LUK US Equity,Leucadia National Corporation,24.11,$8.88B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk,na,na,0,0,0,0
1764,LVLT US Equity,"Level 3 Communications, Inc.",54.08,$18.17B,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt,na,na,0,0,0,0
1765,LXP US Equity,Lexington Realty Trust,10.89,$2.53B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp,na,na,0,0,0,0
1766,LXP^C US Equity,Lexington Realty Trust,49.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c,na,na,0,0,0,0
1767,LXK US Equity,"Lexmark International, Inc.",44.95,$2.78B,1995,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/lxk,na,na,0,0,0,0
1768,LPL US Equity,"LG Display Co., Ltd.",15.76,$11.28B,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl,na,na,0,0,0,0
1769,USA US Equity,Liberty All-Star Equity Fund,5.94,$1.05B,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa,na,na,0,0,0,0
1770,ASG US Equity,"Liberty All-Star Growth Fund, Inc.",5.23,$121.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg,na,na,0,0,0,0
1771,LPT US Equity,Liberty Property Trust,38.65,$5.74B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt,na,na,0,0,0,0
1772,LTM US Equity,Life Time Fitness,58.55,$2.29B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/ltm,na,na,0,0,0,0
1773,LOCK US Equity,"LifeLock, Inc.",13.99,$1.31B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/lock,na,na,0,0,0,0
1774,LITB US Equity,"LightInTheBox Holding Co., Ltd.",5.87,$298.73M,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb,na,na,0,0,0,0
1775,LNC US Equity,Lincoln National Corporation,58.51,$15.2B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc,na,na,0,0,0,0
1776,LNC/WS US Equity,Lincoln National Corporation,50,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc/ws,na,na,0,0,0,0
1777,LNN US Equity,Lindsay Corporation,88.57,$1.06B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn,na,na,0,0,0,0
1778,LNKD US Equity,LinkedIn Corporation,267.63,$33.49B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd,na,na,0,0,0,0
