,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo,$_last_5_day,z_score
159,EVBN US Equity,"Evans Bancorp, Inc.",23.73,$99.42M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbn,"Evans Bancorp, Inc. is the holding company for Evans National Bank.  The Bank attracts deposits from the general public and invests them in commercial loans and mortgages, residential mortgages, home equity loans, consumer loans, and investment securities.",www.evansbank.com/home.html,0,0,-2,1
160,EPM US Equity,"Evolution Petroleum Corporation, Inc.",6.48,$212.93M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epm,Evolution Petroleum Corporation explores for and produces oil and gas.  The Company focuses on acquiring established oil and gas fields and applying specialized technology to increase production rates.,www.evolutionpetroleum.com,0,0,-2,-2
161,EPM^A US Equity,"Evolution Petroleum Corporation, Inc.",26.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epm^a,na,na,0,0,0,0
162,XRA US Equity,Exeter Resource Corporation,0.51,$45.09M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/xra,"Exeter Resource Corporation explores for, evaluates, and develops mineral deposits in South America. The Company's focus is on gold exploration in Argentina and Chile.",www.exeterresource.com,0,0,0,-1
163,FPI US Equity,Farmland Partners Inc.,11.26,$87.06M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi,"Farmland Partners Inc. operates a real estate company. The Company owns and seeks to acquire primary row crop farmland, including crops such as corn and soybean, located in the agricultural markets of North America.",www.farmlandpartners.com,0,0,0,0
164,FPP US Equity,FieldPoint Petroleum Corporation,2.04,$16.58M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fpp,"FieldPoint Petroleum Corporation is an oil and gas exploration and production company.  The Company conducts operations in Oklahoma, Texas, and Wyoming.",www.fppcorp.com,0,0,-2,-2
165,FPP/WS US Equity,FieldPoint Petroleum Corporation,0.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpp/ws,"FieldPoint Petroleum Corporation is an oil and gas exploration and production company.  The Company conducts operations in Oklahoma, Texas, and Wyoming.",www.fppcorp.com,0,0,-4,-1
166,FEN US Equity,First Trust Energy Income and Growth Fund,35.79,$692.72M,2004,n/a,n/a,http://www.nasdaq.com/symbol/fen,"First Trust Energy Income and Growth Fund is a newly organized, non-diversified, closed-end investment company incorporated in the USA. The Fund's objective is to seek a high level of after-tax total return. The Fund invests 85% of its managed assets in securities of energy companies.",www.ftportfolios.com,0,0,0,0
167,FWV US Equity,"First West Virginia Bancorp, Inc.",21.8,$37.69M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fwv,"First West Virginia Bancorp, Inc. is a bank holding company. The Company provides certificate of deposits, savings and checking accounts, fixed, adjustable, and home improvement loans, credit cards, as well as business checking, loans, and credit and debit card, and merchant services. First West Virginia conducts business in the United States.",www.progbank.com,0,0,2,1
168,BDL US Equity,"Flanigan&#39;s Enterprises, Inc.",33.0,$61.34M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bdl,"Flanigan's Enterprises, Inc. owns and or operates restaurants with lounges, package liquor stores, and an entertainment-oriented club. The Company operates under the Flanigan's Seafood Bar and Grill and Big Daddy's Liquors service marts in Florida.",www.flanigans.net,0,0,-4,2
169,FSI US Equity,Flexible Solutions International Inc.,1.13,$14.88M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fsi,"Flexible Solutions International, Inc. develops and markets chemicals and chemical dispensers, which slow down the evaporation of water.  The Company's products include Heat$aver, the Tropical Fish, and Water$aver.",www.flexiblesolutions.com,0,0,-4,0
170,FTF US Equity,Franklin Limited Duration Income Trust,12.27,$329.27M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ftf,"Franklin Templeton Limited Duration Income Trust is a newly organized, diversified, closed-end management investment company incorporated in the USA. The Fund's objective is to seek high current income.  The Fund invests in debt securities and other income-producing instruments, allocated primarily among asset-backed securities, bank loans and below investment grade debt securities.",www.franklintempleton.com,0,0,0,-1
171,FSP US Equity,Franklin Street Properties Corp.,12.68,$1.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fsp,"Franklin Street Properties Corp. operates an investment firm. The Company focuses on investments in commercial properties, mainly institutional quality office assets in the United States. FSP also provides real estate operations including property acquisitions and dispositions, short-term financing, leasing, development and asset management.",www.franklinstreetproperties.com,0,0,-2,0
172,FRD US Equity,Friedman Industries Inc.,6.32,$42.97M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/frd,"Friedman Industries, Incorporated processes and distributes steel. The Company processes steel coils into steel sheet and plate.  Friedman also manufactures, processes and markets tubular steel products.",www.friedmanindustries.com,0,0,-2,-2
173,FRS US Equity,"Frisch&#39;s Restaurants, Inc.",27.4,$140.23M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frs,"Frisch's Restaurants, Inc. manages full service family-style restaurants. The Company offers a wide range of menu options including sandwiches, pasta, roast beef, chicken and seafood dinners, desserts, and non-alcoholic beverages, as well as a full breakfast menu. Frisch's Restaurants serves various regions throughout Ohio, Kentucky, and Indiana.",www.frischs.com,0,0,0,1
174,GGN US Equity,"GAMCO Global Gold, Natural Reources & Income Trust ",7.46,$803.38M,2005,n/a,n/a,http://www.nasdaq.com/symbol/ggn,"GAMCO Global Gold Natural Resources & Income Trust is a non-diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to seek a high level of current income. The Fund invests 80% of its assets in equity securities of companies principally engaged in the gold industry and the natural resource industry.",www.gabelli.com,0,0,0,-1
175,GGN^B US Equity,"GAMCO Global Gold, Natural Reources & Income Trust ",22.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggn^b,na,na,0,0,0,0
176,EGAS US Equity,Gas Natural Inc.,10.1,$105.92M,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/egas,"Gas Natural Inc. is a natural gas utility with operations in Montana, Wyoming, Ohio, Pennsylvania, Maine and North Carolina.   The Company also markets and distributes natural gas and conducts interstate pipeline operations in Montana and Wyoming.",www.ewst.com,0,0,1,0
177,GST US Equity,Gastar Exploration Inc.,3.06,$241.32M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gst,"Gastar Exploration Incorporated is a Houston-based independent energy company engaged in the exploration, development and production of oil, natural gas, condensate, and natural gas liquids in the United States. The Company's principal business activities include the identification, acquisition, and subsequent exploration and development of oil and natural gas properties.",www.gastar.com,0,0,5,0
178,GST^A US Equity,Gastar Exploration Inc.,21.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gst^a,na,na,0,0,0,0
179,GST^B US Equity,Gastar Exploration Inc.,24.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gst^b,na,na,0,0,0,0
180,JOB US Equity,"General Employment Enterprises, Inc.",0.675,$17.48M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/job,"General Employment Enterprises, Inc. provides professional staffing services in the areas of information technology, engineering, and accounting.  The Company offers full-time and contract employee placement.  General Employment operates in the United States.",www.generalemployment.com,0,0,-13,1
181,GMO US Equity,"General Moly, Inc",0.45,$40.92M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gmo,"General Moly, Inc. develops, explores, and mines molybdenum minerals in the United States.",www.generalmoly.com,0,0,-22,-1
182,GIG US Equity,"GigOptix, Inc.",1.16,$38.12M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/gig,"GigOptix, Inc. is a fabless semiconductor manufacturer of electronic engines for the optically connected digital world. The Company offers a broad portfolio of high speed electronic devices including polymer electro-optic modulators, modulator drivers, and laser drivers.",www.GigOptix.com,0,0,1,0
183,GSB US Equity,"GlobalSCAPE, Inc.",3.2956,$69.1M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsb,"GlobalSCAPE, Inc. develops and distributes secure file management software for individuals and business users to send data over the internet and Wide-Area File System (WAFS) collaboration and Continuous Data Protection (CDP) products.",www.globalscape.com,0,0,8,2
184,GSAT US Equity,"Globalstar, Inc.",2.6,$2.25B,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/gsat,"Globalstar, Inc. provides mobile voice and data communications services via satellite. The Company primarily provides business and recreational communications to industry, government, and individual customers located in remote areas throughout the world.",www.globalstar.com,0,0,12,0
185,GLOW US Equity,"Glowpoint, Inc.",1.04,$37.24M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/glow,"Glowpoint, Inc. operates a video communications service throughout the United States, and to Europe, South America, and Asia.  The Company's value-added features include live operator assistance, real-time billing and usage information, encryption, and scheduling features.",www.glowpoint.com,0,0,0,-1
186,GORO US Equity,Gold Resource Corporation,3.39,$183.67M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/goro,Gold Resource Corporation explores for gold and other precious metals.  The Company currently holds interest in properties in Mexico.,www.goldresourcecorp.com,0,0,1,-1
187,GSV US Equity,Gold Standard Ventures Corporation,0.489,$69.82M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/gsv,Gold Standard Ventures Corp. is an advanced stage gold exploration company focused on Nevada.,www.goldstandardv.com,0,0,-4,-1
188,AUMN US Equity,Golden Minerals Company,0.54,$28.63M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aumn,"Golden Minerals Company is a mining company with a focus on exploration, development, providing mining services, and growth through strategic business transactions. The Company manages the San Cristobal silver and zinc mine in Bolivia.",www.goldenminerals.com/,0,0,7,0
189,GSS US Equity,"Golden Star Resources, Ltd",0.3066,$79.56M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gss,"Golden Star Resources Ltd. is a mid-tier gold mining company. The Company's operating mines are situated along the Ashanti Gold Belt in Ghana, West Africa.",www.gsr.com,0,0,-5,0
190,GV US Equity,Goldfield Corporation (The),2.54,$64.65M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/gv,"The Goldfield Corporation conducts electrical construction operations, including the placement of fiber optic cable and is also engaged in real estate operations.  The Company constructs and maintains electrical facilities for utilities and industrial customers in the southeastern United States.",www.goldfieldcorp.com,0,0,4,0
191,GRC US Equity,Gorman-Rupp Company (The),28.67,$752.89M,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/grc,"The Gorman-Rupp Company designs, manufactures, and sells pumps and related fluid control equipment.  The Company's products are used in construction, industrial, petroleum, water, wastewater, original equipment, agricultural, fire protection, and military applications.  Gorman-Rupp operates around the world.",www.gormanrupp.com,0,0,0,0
192,GTE US Equity,Gran Tierra Energy Inc.,2.61,$720.55M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gte,"Gran Tierra Energy, Inc. is an international oil and gas exploration and production company. The Company currently holds interests in producing and prospective properties in Colombia, Argentina and Peru.",www.grantierra.com,0,0,-5,-2
193,GPL US Equity,Great Panther Silver Limited,0.62,$86.53M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gpl,"Great Panther Silver Ltd. explores for and produces silver.  The Company is focused on acquiring, developing and mining precious metals in Mexico. Great Panther's projects include The Guanajuato Mines property, located in the State of Guanajuato, Mexico, and The Topia Silver-Lead-Zinc property, located in the Topia Mining District in west-central Durango State, Mexico.",www.greatpanther.com,0,0,-2,-1
194,GRH US Equity,"GreenHunter Resources, Inc.",0.73,$25.9M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/grh,"GreenHunter Resources, Inc. provides total water management solutions for shale or ""unconventional"" oil and gas exploration. The Company develops and manages salt water disposal wells, customized water purification facilities, comprehensive fluid tracking systems, modular water tank storage, trucking, rail and barge modes of fluid transfer.",www.greenhunterenergy.com,0,0,-7,-1
195,GRH^C US Equity,"GreenHunter Resources, Inc.",19.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grh^c,na,na,0,0,0,0
196,SIM US Equity,"Grupo Simec, S.A. de C.V.",8.28,$1.37B,1993,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sim,"Grupo Simec, S.A. de C.V. manufacture and process long steel products, in Mexico, United States and Canada. The Company serves industries such as automotive, construction, mining, energy, manufacture, hand tools, off-highway equipment, aerospace, and others. Main Products: Rebar, Wire Rod, Wire Mesh, Merchant and Structural Shapes.",www.gsimec.com.mx,0,0,2,-2
197,GVP US Equity,"GSE Systems, Inc.",1.56,$27.91M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gvp,"GSE Systems, Inc. designs, develops, and delivers business and technology solutions.  The Company applies process control and simulation software, systems, and services to the energy, process, and manufacturing industries worldwide.  Products are used in the specialty chemical, food and beverage, petroleum refining, pharmaceutical, power generation, and metals industries.",www.gses.com,0,0,-4,0
198,HCHC US Equity,"HC2 Holdings, Inc.",7.36,$175.28M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/hchc,"HC2 Holdings, Inc. is a diversified holding company. The Company seeks to acquire and grow attractive businesses that generate sustainable free cash flow. HC2 has a diverse array of operating subsidiaries, each with their own management teams, across various industries, including telecom/infrastructure, large-scale U.S. construction, energy, and life sciences.",www.hc2.com,0,0,-1,0
199,HEB US Equity,"Hemispherx BioPharma, Inc.",0.24,$48.01M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/heb,"Hemispherx Biopharma, Inc. is a biopharmaceutical company that focuses on the development of nucleic acids to enhance the natural anti-viral defense systems of the human body.  The Company's lead product, Ampligen, is undergoing clinical trials for the treatment of Myalgic Encephalomyelitis/Chronic Fatigue Syndrome.",www.hemispherx.net,0,0,0,0
200,HLM^ US Equity,Hillman Group Capital Trust,31.965,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hlm^,na,na,0,0,0,0
201,HMG US Equity,"HMG/Courtland Properties, Inc.",12.16,$12.75M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hmg,"HMG/Courtland Properties, Inc. is a corporation which qualifies as a real estate investment trust. The Company invests individually or through joint ventures in income-producing commercial properties. HMG owns properties in Texas, Florida, and the Northeastern United States.",www.hmgcourtland.com,0,0,7,-1
202,HH US Equity,"Hooper Holmes, Inc.",0.583,$41.32M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hh,"Hooper Holmes, Inc. provides medical and other underwriting information on insurance policy applicants to the life and health insurance industry.  The Company operates locations across the United States.",www.hooperholmes.com,0,0,14,0
203,HUSA US Equity,Houston American Energy Corporation,0.24,$12.52M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/husa,Houston American Energy Corp. explores for and produces oil and gas.  The Company's current business activities are primarily conducted in Texas.,www.houstonamericanenergy.com,0,0,-4,0
204,IBIO US Equity,"iBio, Inc.",0.9301,$66.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ibio,na,www.ibioinc.com,0,0,72,1
205,IBO US Equity,IBO (Listing Market - NYSE Amex Network B F),153.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibo,na,na,0,0,0,2
206,IEC US Equity,IEC Electronics Corp.,4.3,$43.61M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec,"IEC Electronics Corp. manufactures complex printed circuit boards as an independent contractor using surface mount and pin-through-hole technology.  IEC offers its customers a range of manufacturing and management services on either a turnkey or consignment basis.  The services include design, prototyping, material procurement and control, and concurrent engineering services.",www.iec-electronics.com,0,0,1,0
207,IG US Equity,"IGI Laboratories, Inc.",10.81,$570.64M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ig,"IGI Laboratories, Inc. develops and manufactures topical semi solid and liquid products for pharmaceutical, cosmeceutical and cosmetic companies. The Company offers skin care applications using its own micro encapsulation technologies.",www.igilabs.com,0,0,1,2
208,IMUC US Equity,"ImmunoCellular Therapeutics, Ltd.",0.556,$35.92M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc,"ImmunoCellular Therapeutics, Ltd. is a development stage company that seeks to develop imaging devices with medical diagnostic applications.",www.imuc.com,0,0,-2,-1
209,IMH US Equity,"Impac Mortgage Holdings, Inc.",9.97,$95.59M,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh,"Impac Mortgage Holdings, Inc. is a mortgage real estate investment trust that invests primarily in non-conforming residential mortgage loans and securities backed by such loans.  The Company also purchases and sells and securitizes primarily non-conforming mortgage loans.  In addition, Impac provides warehouse and repurchase financing to originators of mortgage loans.",na,0,0,1,1
210,IMO US Equity,Imperial Oil Limited,38.71,$32.81B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/imo,na,www.imperialoil.ca,0,0,-4,-1
211,IOT US Equity,"Income Opportunity Realty Investors, Inc.",6.5,$27.09M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iot,"Income Opportunity Realty Investors is a real estate investment trust. The Trust invests in apartment buildings, industrial centers, shopping centers, office buildings and first, wraparound and junior mortgage loans. Income Opportunity's properties are located in Florida, Texas, California and Virginia.",www.incomeopp-realty.com,0,0,1,0
212,IRT US Equity,"Independence Realty Trust, Inc.",9.35,$241.24M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irt,Independence Realty Trust is an externally managed and advised apartment REIT focused on acquiring and owning well-located garden-style and mid-rise apartment properties throughout the United States.,www.irtreit.com,0,0,0,0
213,IGC US Equity,India Globalization Capital Inc.,0.51,$7.67M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/igc,"India Globalization Capital, Inc., through subsidiaries, offers construction services.  The Company builds highways, airports, hydroelectric and irrigation projects, factories, bridges, ports, jetties, and commercial complexes.",www.indiaglobalcap.com,0,0,-7,-1
214,IGC/WS US Equity,India Globalization Capital Inc.,0.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igc/ws,"India Globalization Capital, Inc., through subsidiaries, offers construction services.  The Company builds highways, airports, hydroelectric and irrigation projects, factories, bridges, ports, jetties, and commercial complexes.",www.indiaglobalcap.com,0,0,0,0
215,INFU US Equity,"InfuSystems Holdings, Inc.",2.65,$59.05M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu,"InfuSystems Holdings Inc. provides external ambulatory infusion pump services. The Company provides electronic continuous ambulatory infusion pumps, supplies and support to oncology practices and clinics throughout the United States.",www.infusystem.com,0,0,-2,0
216,IHT US Equity,InnSuites Hospitality Trust,2.95,$24.42M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht,"Innsuites Hospitality Trust operates, manages, and provides trademark license services for hotels.  The Company develops, redevelops and owns, directly or indirectly through RRF Limited Partnership, studio and two-room suite hotels located primarily in the southwestern United States.",www.innsuites.com,0,0,0,2
217,NSPR US Equity,"InspireMD, Inc.",0.62,$26.29M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr,"InspireMD, Inc. has built a technology platform with applications in interventional cardiology  and other  vascular procedures. The Company's first application is designed to provide a solution for patients suffering from Acute Myocardial Infarctions (AMI).",www.inspire-md.com,0,0,-17,-2
218,IFMI US Equity,"Institutional Financial Markets, Inc.",1.62,$24.55M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi,"Institutional Financial Markets, Inc. offers asset management services.  The Company manages credit fixed income investments through public and private investment companies separately managed accounts, alternative investments and collateralized debt obligations.  Institutional Financial also places new issues of corporate debt and wholesales, sells and trades fixed income investments.",www.cohenandcompany.com,0,0,-1,-1
219,IDN US Equity,"Intellicheck Mobilisa, Inc.",1.47,$14.39M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn,"Intellicheck Mobilisa, Inc. develops and markets wireless technology and identity systems.  The Company markets identification card access control products for United States military and federal locations, and products that read, analyze and verify the validity of the content and format of data encoded in magnetic stripes and bar codes on government-issue identification cards.",www.icmobil.com,0,0,2,-2
220,INS US Equity,Intelligent Systems Corporation,1.9969999999999999,$17.89M,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ins,"Intelligent Systems Corporation has operations in the technology related products and services and industrial products industry segments. Operations in the technology segment are involved in the design, development and marketing of application software products used by business customers and government agencies to manage aspects of their operations.",www.intelsys.com,0,0,-4,1
221,THM US Equity,International Tower Hill Mines Ltd,0.4175,$48.56M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm,"International Tower Hill Mines Ltd. acquires, explores, and evaluates mineral properties.  The Company currently possesses an expanding portfolio of Alaskan and Nevada based gold and base metal exploration projects.",www.ithmines.com,0,0,-7,0
222,INTT US Equity,inTest Corporation,4.16,$43.94M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt,"inTEST Corporation designs, manufactures, and markets interface solution products which are used with automatic test equipment by semiconductor manufacturers during the testing of wafers and packaged devices.  inTEST also designs and markets related automatic test equipment interface products including test sockets, interface boards, and probing assemblies.",www.intest.com,0,0,0,0
223,INUV US Equity,"Inuvo, Inc",1.36,$32.9M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv,"Inuvo Inc. through subsidiaries, offers online and traditional advertising, marketing, and communications services.",www.inuvo.com,0,0,-6,0
224,VKI US Equity,Invesco Advantage Municipal Income Trust II,11.71,$519.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki,"Invesco Advantage Municipal Income Trust II is a diversified, closed-end management investment company registered in the USA.  The Trust's objective is to provide a high level of current income exempt from federal income tax.  The Trust invests primarily in municipal securities rated investment grade at the time of investment.",www.vankampen.com,0,0,0,0
225,ISR US Equity,"IsoRay, Inc.",1.4,$76.84M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr,"IsoRay, Inc., through its subsidiary, produces a brachytherapy seed, used to treat prostate and other cancers.  The Company's seed delivers more than 90 percent to its total radiation dose in less the 33 days, reducing the incidence of common brachytherapy side effects.",www.isoray.com,0,0,0,0
226,ISDR US Equity,Issuer Direct Corporation,11.63,$24.27M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr,"Issuer Direct Corporation offers an automated process for converting source documents into electronic form, including computer accessible images, indices, and formats.  The Company's products are used in document management systems and Internet applications for customers in the federal and commercial markets.",www.issuerdirect.com,0,0,-1,1
227,ITI US Equity,"Iteris, Inc.",1.8184,$59.2M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti,"Iteris Inc is a provider of systems and sensors that optimize the flow of traffic and enhance driver safety.  The Company has combined outdoor image processing, traffic engineering, and information technology to offer a range of transportation and safety solutions.",www.iteris.com,0,0,3,0
228,KIQ US Equity,Kelso Technologies Inc,4.1901,$189.59M,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq,Kelso Technologies Inc. is an industrial company that develops various kinds of valves used in the transportation and automobile industries. The Company markets its products worldwide.,www.kelsotech.com,0,0,-6,0
229,LTS US Equity,Ladenburg Thalmann Financial Services Inc,3.96,$733.92M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts,"Ladenburg Thalmann Financial Services Inc. is engaged in investment banking, equity research, institutional sales and trading, independent brokerage/advisory services and asset management services through its principal subsidiaries.",www.ladenburg.com,0,0,0,1
230,LTS^A US Equity,Ladenburg Thalmann Financial Services Inc,24.0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a,na,na,0,0,0,0
231,LSG US Equity,Lake Shore Gold Corp,0.88,$383.18M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lsg,Lake Shore Gold Corp. is a gold mining company that is in production and pursuing rapid growth through the advancement of three wholly owned complexes in the Timmins Gold Camp.,www.lsgold.com,0,0,1,0
232,LAQ US Equity,"Latin America Equity Fund, Inc. (The)",21.65,$161.26M,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq,na,www.aberdeen-asset.us,0,0,-1,-1
233,LGL US Equity,"LGL Group, Inc. (The)",4.0,$10.38M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl,"The LGL Group Inc is a global producer of industrial and commercial electronic components and subsystems. The Company's products are used in  infrastructure equipment for the telecommunications and network equipment markets, as well as in electronic systems for military, avionics, earth-orbiting satellites, medical devices, instrumentation, industrial devices and global-positioning systems.",www.lglgroup.com,0,0,3,0
234,LGL/WS US Equity,"LGL Group, Inc. (The)",0.006,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lgl/ws,"The LGL Group Inc is a global producer of industrial and commercial electronic components and subsystems. The Company's products are used in  infrastructure equipment for the telecommunications and network equipment markets, as well as in electronic systems for military, avionics, earth-orbiting satellites, medical devices, instrumentation, industrial devices and global-positioning systems.",www.lglgroup.com,0,0,9,0
235,LBY US Equity,"Libbey, Inc.",36.81,$797.51M,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby,"Libbey Inc. designs, manufactures, and markets glass tableware, which is used by foodservice, industrial, premium, and retail customers around the world.  The Company also provides ceramic dinnerware and metal flatware to foodservice users in the United States.  In addition, Libbey is the exclusive distributor of Vitrocrisa glass tableware products in the United States and Canada.",www.libbey.com,0,0,3,3
236,LBMH US Equity,"Liberator Medical Holdings, Inc.",3.65,$194.06M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lbmh,"Liberator Medical Holdings, Inc., through its subsidiary, is a durable medical equipment company. The Company provides direct-to-consumer durable medical supplies, primarily to seniors. Liberator's product line includes diabetes, urological, ostomy, and mastectomy.",www.liberatormedical.com,0,0,0,0
237,LIQT US Equity,"LiqTech International, Inc.",1.0588,$41.62M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt,na,www.liqtech.dk,0,0,-7,-1
238,LEI US Equity,"Lucas Energy, Inc.",0.26899999999999996,$9.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei,"Lucas Energy, Inc. explores for oil and natural gas in the United States.",www.lucasenergy.com,0,0,16,-1
239,MCZ US Equity,Mad Catz Interactive Inc,0.3551,$22.9M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz,"Mad Catz Interactive, Inc. designs, develops, manufactures, and markets a full range of accessories for video game consoles and personal computer gaming systems.  The Company has offices in the United States and Asia, as well as distributors in the United States, Canada, Europe, and Australia.",www.madcatz.com,0,0,-9,-1
240,MVG US Equity,Mag Silver Corporation,6.54,$450.35M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mvg,"MAG Silver Corp. is focused on district scale projects located within the Mexican Silver Belt. The company is in a joint venture developing a high-grade silver deposit, in addition to exploring for Silver, Lead, Zinc, at its fully owned properties in Mexico.",www.magsilver.com,0,0,-6,0
241,MHR^C US Equity,Magnum Hunter Resources Corporation,22.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^c,na,na,0,0,0,0
242,MHR^D US Equity,Magnum Hunter Resources Corporation,38.0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^d,na,na,0,0,0,0
243,MHR^E US Equity,Magnum Hunter Resources Corporation,19.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^e,na,na,0,0,0,0
